Protein ID,Gene names,Protein names,ProteinID_Genename,Genename_ProteinID
A0A0A0MR88,FAM21C,WASH complex subunit FAM21C,A0A0A0MR88_FAM21C,FAM21C__A0A0A0MR88
A0A096LPE2,SAA2-SAA4,Serum amyloid A-4 protein,A0A096LPE2_SAA2-SAA4,SAA2-SAA4__A0A096LPE2
A0A096LPI6,C21orf33,,A0A096LPI6_C21orf33,C21orf33__A0A096LPI6
A0A0A0MQR1,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase,A0A0A0MQR1_MAP4K5,MAP4K5__A0A0A0MQR1
A0A0A0MQR2,RTFDC1,Protein RTF2 homolog,A0A0A0MQR2_RTFDC1,RTFDC1__A0A0A0MQR2
A0A0A0MQR7,POLR2E,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",A0A0A0MQR7_POLR2E,POLR2E__A0A0A0MQR7
F5H0Q6,CLASRP,CLK4-associating serine/arginine rich protein,F5H0Q6_CLASRP,CLASRP__F5H0Q6
A0A0A0MTC7,LAMA4,Laminin subunit alpha-4,A0A0A0MTC7_LAMA4,LAMA4__A0A0A0MTC7
A0A0A0MQT0,RBP1,Retinol-binding protein 1,A0A0A0MQT0_RBP1,RBP1__A0A0A0MQT0
A0A0A0MQT4,DCAF10,DDB1- and CUL4-associated factor 10,A0A0A0MQT4_DCAF10,DCAF10__A0A0A0MQT4
A0A0A0MQX1,MYO10,Unconventional myosin-X,A0A0A0MQX1_MYO10,MYO10__A0A0A0MQX1
C9JP00,MBNL1,Muscleblind-like protein 1,C9JP00_MBNL1,MBNL1__C9JP00
A0A0A0MQY7,CACHD1,VWFA and cache domain-containing protein 1,A0A0A0MQY7_CACHD1,CACHD1__A0A0A0MQY7
A0A0G2JN63,NCR1,Natural cytotoxicity triggering receptor 1,A0A0G2JN63_NCR1,NCR1__A0A0G2JN63
A0A0A0MQZ4,PPM1K,"Protein phosphatase 1K, mitochondrial",A0A0A0MQZ4_PPM1K,PPM1K__A0A0A0MQZ4
A0A0A0MR05,MLST8,Target of rapamycin complex subunit LST8,A0A0A0MR05_MLST8,MLST8__A0A0A0MR05
A0A0A0MR09,PTPN9,Protein-tyrosine-phosphatase,A0A0A0MR09_PTPN9,PTPN9__A0A0A0MR09
A0A0A0MR36,MYO5B,Unconventional myosin-Vb,A0A0A0MR36_MYO5B,MYO5B__A0A0A0MR36
A0A0A0MR39,MYEF2,Myelin expression factor 2,A0A0A0MR39_MYEF2,MYEF2__A0A0A0MR39
A0A0A0MR49,CYP4F12,Cytochrome P450 4F12,A0A0A0MR49_CYP4F12,CYP4F12__A0A0A0MR49
A0A0A0MR51,FADS1,Fatty acid desaturase 1,A0A0A0MR51_FADS1,FADS1__A0A0A0MR51
A0A0A0MR54,SCARF1,Scavenger receptor class F member 1,A0A0A0MR54_SCARF1,SCARF1__A0A0A0MR54
A0A0A0MR66,RBM10,RNA-binding protein 10,A0A0A0MR66_RBM10,RBM10__A0A0A0MR66
A0A0A0MR85,GSTM4,Glutathione S-transferase Mu 4,A0A0A0MR85_GSTM4,GSTM4__A0A0A0MR85
A0A0A0MRB5,MADD,MAP kinase-activating death domain protein,A0A0A0MRB5_MADD,MADD__A0A0A0MRB5
A0A0A0MRE6,WDR47,WD repeat-containing protein 47,A0A0A0MRE6_WDR47,WDR47__A0A0A0MRE6
A0A0A0MRI1,GPALPP1,GPALPP motifs-containing protein 1,A0A0A0MRI1_GPALPP1,GPALPP1__A0A0A0MRI1
A0A0A0MRJ6,PCMT1,Protein-L-isoaspartate O-methyltransferase,A0A0A0MRJ6_PCMT1,PCMT1__A0A0A0MRJ6
A0A0A0MRJ7,F5,Coagulation factor V,A0A0A0MRJ7_F5,F5__A0A0A0MRJ7
A0A0A0MRK6,MTX1,Metaxin-1,A0A0A0MRK6_MTX1,MTX1__A0A0A0MRK6
A0A0A0MRM9,NOLC1,Nucleolar and coiled-body phosphoprotein 1,A0A0A0MRM9_NOLC1,NOLC1__A0A0A0MRM9
Q5T457,ANKRD2,Ankyrin repeat domain-containing protein 2,Q5T457_ANKRD2,ANKRD2__Q5T457
A0A0A0MRP2,FPGT,Fucose-1-phosphate guanylyltransferase,A0A0A0MRP2_FPGT,FPGT__A0A0A0MRP2
A0A0A0MRP6,SMARCA1,Probable global transcription activator SNF2L1,A0A0A0MRP6_SMARCA1,SMARCA1__A0A0A0MRP6
A0A0A0MRR7,SNRPC,U1 small nuclear ribonucleoprotein C,A0A0A0MRR7_SNRPC,SNRPC__A0A0A0MRR7
A0A0A0MRS4,TMEM38B,Trimeric intracellular cation channel type B,A0A0A0MRS4_TMEM38B,TMEM38B__A0A0A0MRS4
A0A0A0MRT6,ABI1,Abl interactor 1,A0A0A0MRT6_ABI1,ABI1__A0A0A0MRT6
B4DZ84,MPP2,MAGUK p55 subfamily member 2,B4DZ84_MPP2,MPP2__B4DZ84
A0A0A0MRV0,RRBP1,Ribosome-binding protein 1,A0A0A0MRV0_RRBP1,RRBP1__A0A0A0MRV0
A0A0A0MRW1,FAM219A,Protein FAM219A,A0A0A0MRW1_FAM219A,FAM219A__A0A0A0MRW1
A0A0A0MRY4,SPATA13,Spermatogenesis-associated protein 13,A0A0A0MRY4_SPATA13,SPATA13__A0A0A0MRY4
A0A0A0MS09,IGHD,Ig delta chain C region,A0A0A0MS09_IGHD,IGHD__A0A0A0MS09
A0A0A0MS15,IGHV3-49,,A0A0A0MS15_IGHV3-49,IGHV3-49__A0A0A0MS15
C9JST2,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,C9JST2_LILRB4,LILRB4__C9JST2
A0A0A0MS24,PPP1R12B,Protein phosphatase 1 regulatory subunit 12B,A0A0A0MS24_PPP1R12B,PPP1R12B__A0A0A0MS24
A0A0A0MS41,SFXN3,Sideroflexin,A0A0A0MS41_SFXN3,SFXN3__A0A0A0MS41
A0A0A0MS52,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma,A0A0A0MS52_CAMK2G,CAMK2G__A0A0A0MS52
A0A0A0MS56,ADH6,Alcohol dehydrogenase 6,A0A0A0MS56_ADH6,ADH6__A0A0A0MS56
A0A0A0MS70,MYD88,Myeloid differentiation primary response protein MyD88,A0A0A0MS70_MYD88,MYD88__A0A0A0MS70
A0A0A0MS79,NCKAP5,Nck-associated protein 5,A0A0A0MS79_NCKAP5,NCKAP5__A0A0A0MS79
A0A0A0MSA0,LAMA3,Laminin subunit alpha-3,A0A0A0MSA0_LAMA3,LAMA3__A0A0A0MSA0
A0A0A0MSA4,A0A0A0MSA4,,A0A0A0MSA4_A0A0A0MSA4,A0A0A0MSA4__A0A0A0MSA4
A0A0A0MSB8,EXOC7,Exocyst complex component 7,A0A0A0MSB8_EXOC7,EXOC7__A0A0A0MSB8
A0A0A0MSC1,ADCY3,Adenylate cyclase type 3,A0A0A0MSC1_ADCY3,ADCY3__A0A0A0MSC1
A0A0A0MSE2,HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",A0A0A0MSE2_HADH,HADH__A0A0A0MSE2
H7C5Z6,BTBD9,BTB/POZ domain-containing protein 9,H7C5Z6_BTBD9,BTBD9__H7C5Z6
A0A0A0MSF9,GPATCH11,G patch domain-containing protein 11,A0A0A0MSF9_GPATCH11,GPATCH11__A0A0A0MSF9
A0A0A0MSG0,WIPF3,WAS/WASL-interacting protein family member 3,A0A0A0MSG0_WIPF3,WIPF3__A0A0A0MSG0
A0A0A0MSG2,FHL2,Four and a half LIM domains protein 2,A0A0A0MSG2_FHL2,FHL2__A0A0A0MSG2
B3KPJ4,PHC2,Polyhomeotic-like protein 2,B3KPJ4_PHC2,PHC2__B3KPJ4
A0A0A0MSJ9,RASA2,Ras GTPase-activating protein 2,A0A0A0MSJ9_RASA2,RASA2__A0A0A0MSJ9
A0A0A0MSK4,GPSM1,G-protein-signaling modulator 1,A0A0A0MSK4_GPSM1,GPSM1__A0A0A0MSK4
A0A0A0MSK6,ARHGAP5,Rho GTPase-activating protein 5,A0A0A0MSK6_ARHGAP5,ARHGAP5__A0A0A0MSK6
A0A0A0MSK8,ASPH,,A0A0A0MSK8_ASPH,ASPH__A0A0A0MSK8
A0A0A0MSP3,PDLIM5,,A0A0A0MSP3_PDLIM5,PDLIM5__A0A0A0MSP3
A0A0A0MSS8,AKR1C3,Aldo-keto reductase family 1 member C3,A0A0A0MSS8_AKR1C3,AKR1C3__A0A0A0MSS8
A0A0G2JKZ1,TAPBP,Tapasin,A0A0G2JKZ1_TAPBP,TAPBP__A0A0G2JKZ1
A0A0G2JNZ7,DDR1,Epithelial discoidin domain-containing receptor 1,A0A0G2JNZ7_DDR1,DDR1__A0A0G2JNZ7
A0A0A0MSY4,DOCK9,Dedicator of cytokinesis protein 9,A0A0A0MSY4_DOCK9,DOCK9__A0A0A0MSY4
X6R787,PPAPDC1A,Phosphatidate phosphatase PPAPDC1A,X6R787_PPAPDC1A,PPAPDC1A__X6R787
A0A0C4DFN8,FDXR,"NADPH:adrenodoxin oxidoreductase, mitochondrial",A0A0C4DFN8_FDXR,FDXR__A0A0C4DFN8
X6R433,PTPRC,Protein-tyrosine-phosphatase,X6R433_PTPRC,PTPRC__X6R433
A0A0A0MT23,MARK3,MAP/microtubule affinity-regulating kinase 3,A0A0A0MT23_MARK3,MARK3__A0A0A0MT23
A0A0A0MT32,LIPA,Lysosomal acid lipase/cholesteryl ester hydrolase,A0A0A0MT32_LIPA,LIPA__A0A0A0MT32
A0A0A0MT33,SCAF8,Protein SCAF8,A0A0A0MT33_SCAF8,SCAF8__A0A0A0MT33
A0A0A0MT35,FAM213B,Prostamide/prostaglandin F synthase,A0A0A0MT35_FAM213B,FAM213B__A0A0A0MT35
A0A0A0MT36,IGKV6D-21,,A0A0A0MT36_IGKV6D-21,IGKV6D-21__A0A0A0MT36
A0A0A0MT61,ATG4A,Cysteine protease ATG4A,A0A0A0MT61_ATG4A,ATG4A__A0A0A0MT61
A0A0A0MT72,CCM2,Cerebral cavernous malformations 2 protein,A0A0A0MT72_CCM2,CCM2__A0A0A0MT72
A0A0A0MT83,IVD,"Isovaleryl-CoA dehydrogenase, mitochondrial",A0A0A0MT83_IVD,IVD__A0A0A0MT83
A0A0A0MTB8,WDR36,WD repeat-containing protein 36,A0A0A0MTB8_WDR36,WDR36__A0A0A0MTB8
A0A0A0MTD1,STAU2,Double-stranded RNA-binding protein Staufen homolog 2,A0A0A0MTD1_STAU2,STAU2__A0A0A0MTD1
A0A0A0MTE6,PTPN22,Protein-tyrosine-phosphatase,A0A0A0MTE6_PTPN22,PTPN22__A0A0A0MTE6
A0A0A0MTL4,NAV2,Neuron navigator 2,A0A0A0MTL4_NAV2,NAV2__A0A0A0MTL4
A0A0A0MTH3,ILK,Integrin-linked protein kinase,A0A0A0MTH3_ILK,ILK__A0A0A0MTH3
A0A0A0MTH9,BTAF1,TATA-binding protein-associated factor 172,A0A0A0MTH9_BTAF1,BTAF1__A0A0A0MTH9
A0A0A0MTJ5,ROR1,Tyrosine-protein kinase transmembrane receptor,A0A0A0MTJ5_ROR1,ROR1__A0A0A0MTJ5
A0A0A0MTK8,HNF1A,Hepatocyte nuclear factor 1-alpha,A0A0A0MTK8_HNF1A,HNF1A__A0A0A0MTK8
A0A0A0MTL6,FAM65A,Protein FAM65A,A0A0A0MTL6_FAM65A,FAM65A__A0A0A0MTL6
A0A0A0MTN0,CUL2,Cullin-2,A0A0A0MTN0_CUL2,CUL2__A0A0A0MTN0
A0A0A0MTR7,RNF213,E3 ubiquitin-protein ligase RNF213,A0A0A0MTR7_RNF213,RNF213__A0A0A0MTR7
A0A0A0MTS7,TTN,Titin,A0A0A0MTS7_TTN,TTN__A0A0A0MTS7
A0A0A6YY96,IREB2,Iron-responsive element-binding protein 2,A0A0A6YY96_IREB2,IREB2__A0A0A6YY96
A0A0A6YY99,TNFSF12-TNFSF13,Tumor necrosis factor ligand superfamily member 12,A0A0A6YY99_TNFSF12-TNFSF13,TNFSF12-TNFSF13__A0A0A6YY99
A0A0A6YYG7,NCAPH2,Condensin-2 complex subunit H2,A0A0A6YYG7_NCAPH2,NCAPH2__A0A0A6YYG7
A0A0A6YYH1,C15orf38-AP3S2,Arpin,A0A0A6YYH1_C15orf38-AP3S2,C15orf38-AP3S2__A0A0A6YYH1
A0A0A6YYJ5,MACF1,,A0A0A6YYJ5_MACF1,MACF1__A0A0A6YYJ5
A0A0A6YYJ8,LUC7L2,UPF0562 protein C7orf55,A0A0A6YYJ8_LUC7L2,LUC7L2__A0A0A6YYJ8
A0A0A6YYL2,SULT1A4,Sulfotransferase,A0A0A6YYL2_SULT1A4,SULT1A4__A0A0A6YYL2
A0A0A6YYL4,CORO7-PAM16,Coronin,A0A0A6YYL4_CORO7-PAM16,CORO7-PAM16__A0A0A6YYL4
A0A0B4J1R2,ACSS3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",A0A0B4J1R2_ACSS3,ACSS3__A0A0B4J1R2
A0A0B4J1U3,IGLV1-36,,A0A0B4J1U3_IGLV1-36,IGLV1-36__A0A0B4J1U3
A0A0B4J1V0,IGHV3-15,,A0A0B4J1V0_IGHV3-15,IGHV3-15__A0A0B4J1V0
A0A0B4J1V2,IGHV2-26,,A0A0B4J1V2_IGHV2-26,IGHV2-26__A0A0B4J1V2
A0A0B4J1V6,IGHV3-73,,A0A0B4J1V6_IGHV3-73,IGHV3-73__A0A0B4J1V6
A0A0B4J1V8,PPAN-P2RY11,Suppressor of SWI4 1 homolog,A0A0B4J1V8_PPAN-P2RY11,PPAN-P2RY11__A0A0B4J1V8
A0A0B4J1V9,HELLS,Lymphoid-specific helicase,A0A0B4J1V9_HELLS,HELLS__A0A0B4J1V9
F5GY88,MED24,Mediator of RNA polymerase II transcription subunit 24,F5GY88_MED24,MED24__F5GY88
A0A0B4J1W8,FAM150B,Protein FAM150B,A0A0B4J1W8_FAM150B,FAM150B__A0A0B4J1W8
A0A0B4J1X5,IGHV3-74,,A0A0B4J1X5_IGHV3-74,IGHV3-74__A0A0B4J1X5
A0A0B4J1Y8,IGLV9-49,,A0A0B4J1Y8_IGLV9-49,IGLV9-49__A0A0B4J1Y8
A0A0B4J1Y9,IGHV3-72,,A0A0B4J1Y9_IGHV3-72,IGHV3-72__A0A0B4J1Y9
A0A0B4J1Z1,SRSF7,Serine/arginine-rich splicing factor 7,A0A0B4J1Z1_SRSF7,SRSF7__A0A0B4J1Z1
A0A0B4J203,FIP1L1,,A0A0B4J203_FIP1L1,FIP1L1__A0A0B4J203
A0A0B4J220,C11orf98,,A0A0B4J220_C11orf98,C11orf98__A0A0B4J220
F6V803,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,F6V803_ADAMTS13,ADAMTS13__F6V803
A0A0B4J231,IGLL5,Immunoglobulin lambda-like polypeptide 5,A0A0B4J231_IGLL5,IGLL5__A0A0B4J231
A0A0B4J243,FAM180B,Protein FAM180B,A0A0B4J243_FAM180B,FAM180B__A0A0B4J243
A0A0B4J294,TRAPPC2L,Trafficking protein particle complex subunit 2-like protein,A0A0B4J294_TRAPPC2L,TRAPPC2L__A0A0B4J294
A0A0B4J297,NAA38,"N-alpha-acetyltransferase 38, NatC auxiliary subunit",A0A0B4J297_NAA38,NAA38__A0A0B4J297
A0A0B4J2A0,TRPV1,Sedoheptulokinase,A0A0B4J2A0_TRPV1,TRPV1__A0A0B4J2A0
A0A0B4J2A3,PPP1R14A,,A0A0B4J2A3_PPP1R14A,PPP1R14A__A0A0B4J2A3
A0A0B4J2B4,RPS15,,A0A0B4J2B4_RPS15,RPS15__A0A0B4J2B4
S4R460,IGHV3OR16-9,Ig heavy chain V-III region BRO,S4R460_IGHV3OR16-9,IGHV3OR16-9__S4R460
Q5W0H4,TPT1,Translationally-controlled tumor protein,Q5W0H4_TPT1,TPT1__Q5W0H4
A0A0B4J2D5,C21orf33,"ES1 protein homolog, mitochondrial",A0A0B4J2D5_C21orf33,C21orf33__A0A0B4J2D5
A0A0B4J2F0,PIGBOS1,,A0A0B4J2F0_PIGBOS1,PIGBOS1__A0A0B4J2F0
A0A0B4J2F8,POLR2J3,DNA-directed RNA polymerase II subunit RPB11-a,A0A0B4J2F8_POLR2J3,POLR2J3__A0A0B4J2F8
A0A0B4J2G4,LRRC41,Leucine-rich repeat-containing protein 41,A0A0B4J2G4_LRRC41,LRRC41__A0A0B4J2G4
A0A0B4J2H0,IGHV1-69-2,,A0A0B4J2H0_IGHV1-69-2,IGHV1-69-2__A0A0B4J2H0
A0A0C4DFL7,CYP51A1,Lanosterol 14-alpha demethylase,A0A0C4DFL7_CYP51A1,CYP51A1__A0A0C4DFL7
A0A0C4DFL8,KDM4B,Lysine-specific demethylase 4B,A0A0C4DFL8_KDM4B,KDM4B__A0A0C4DFL8
A0A0C4DFM1,TM9SF4,Transmembrane 9 superfamily member 4,A0A0C4DFM1_TM9SF4,TM9SF4__A0A0C4DFM1
A0A0C4DFM2,ZNF574,Zinc finger protein 574,A0A0C4DFM2_ZNF574,ZNF574__A0A0C4DFM2
A0A0C4DFM7,ZCCHC11,Terminal uridylyltransferase 4,A0A0C4DFM7_ZCCHC11,ZCCHC11__A0A0C4DFM7
A0A0C4DFN1,MFN1,Mitofusin-1,A0A0C4DFN1_MFN1,MFN1__A0A0C4DFN1
A0A0C4DFN3,MGLL,Monoglyceride lipase,A0A0C4DFN3_MGLL,MGLL__A0A0C4DFN3
A0A0C4DFN5,TCTN3,Tectonic-3,A0A0C4DFN5_TCTN3,TCTN3__A0A0C4DFN5
A0A0C4DFP2,OR1L6,Olfactory receptor 1L4,A0A0C4DFP2_OR1L6,OR1L6__A0A0C4DFP2
A0A0C4DFP8,TMEM67,Meckelin,A0A0C4DFP8_TMEM67,TMEM67__A0A0C4DFP8
A0A140T9I7,COL11A2,Collagen alpha-2(XI) chain,A0A140T9I7_COL11A2,COL11A2__A0A140T9I7
A0A0C4DFS6,SPRY4,Protein sprouty homolog 4,A0A0C4DFS6_SPRY4,SPRY4__A0A0C4DFS6
A0A0C4DFT3,DLG1,Disks large homolog 1,A0A0C4DFT3_DLG1,DLG1__A0A0C4DFT3
B5MBX1,JADE2,Protein Jade-2,B5MBX1_JADE2,JADE2__B5MBX1
A0A0C4DFU2,SOD2,Superoxide dismutase,A0A0C4DFU2_SOD2,SOD2__A0A0C4DFU2
X6RJB2,FBXL15,F-box/LRR-repeat protein 15,X6RJB2_FBXL15,FBXL15__X6RJB2
A0A0C4DFW2,ING1,Inhibitor of growth protein,A0A0C4DFW2_ING1,ING1__A0A0C4DFW2
A0A0C4DFW4,TEX30,Testis-expressed sequence 30 protein,A0A0C4DFW4_TEX30,TEX30__A0A0C4DFW4
A0A0C4DFX9,NELFA,Negative elongation factor A,A0A0C4DFX9_NELFA,NELFA__A0A0C4DFX9
A0A0C4DFY0,SELPLG,P-selectin glycoprotein ligand 1,A0A0C4DFY0_SELPLG,SELPLG__A0A0C4DFY0
A8MXZ4,GPRC5C,G-protein coupled receptor family C group 5 member C,A8MXZ4_GPRC5C,GPRC5C__A8MXZ4
A0A0C4DFZ2,ARSA,Arylsulfatase A,A0A0C4DFZ2_ARSA,ARSA__A0A0C4DFZ2
C9J9K3,RPSA,40S ribosomal protein SA,C9J9K3_RPSA,RPSA__C9J9K3
E7EW77,ABI2,Abl interactor 2,E7EW77_ABI2,ABI2__E7EW77
A0A0C4DG40,SYNE1,Nesprin-1,A0A0C4DG40_SYNE1,SYNE1__A0A0C4DG40
A0A0C4DG49,PVR,Poliovirus receptor,A0A0C4DG49_PVR,PVR__A0A0C4DG49
A0A0C4DG76,HEPH,Hephaestin,A0A0C4DG76_HEPH,HEPH__A0A0C4DG76
B7Z4D2,SYBU,Syntabulin,B7Z4D2_SYBU,SYBU__B7Z4D2
A0A0C4DG88,POU2F1,POU domain protein,A0A0C4DG88_POU2F1,POU2F1__A0A0C4DG88
A0A0C4DG89,DDX46,Probable ATP-dependent RNA helicase DDX46,A0A0C4DG89_DDX46,DDX46__A0A0C4DG89
C9J9V6,NME6,Nucleoside diphosphate kinase,C9J9V6_NME6,NME6__C9J9V6
E9PD56,PXK,PX domain-containing protein kinase-like protein,E9PD56_PXK,PXK__E9PD56
A0A0C4DGA2,ECI2,"Enoyl-CoA delta isomerase 2, mitochondrial",A0A0C4DGA2_ECI2,ECI2__A0A0C4DGA2
A0A0C4DGA6,HLTF,Helicase-like transcription factor,A0A0C4DGA6_HLTF,HLTF__A0A0C4DGA6
A0A0C4DGB0,SCOC,Short coiled-coil protein,A0A0C4DGB0_SCOC,SCOC__A0A0C4DGB0
A0A0C4DGB9,PPA2,,A0A0C4DGB9_PPA2,PPA2__A0A0C4DGB9
F5GWX5,CHD4,Chromodomain-helicase-DNA-binding protein 4,F5GWX5_CHD4,CHD4__F5GWX5
A0A0C4DGH0,CD276,CD276 antigen,A0A0C4DGH0_CD276,CD276__A0A0C4DGH0
A0A0C4DGH3,NUMBL,Numb-like protein,A0A0C4DGH3_NUMBL,NUMBL__A0A0C4DGH3
A0A0C4DGJ8,LYRM5,LYR motif-containing protein 5,A0A0C4DGJ8_LYRM5,LYRM5__A0A0C4DGJ8
E7EU35,PITPNC1,Cytoplasmic phosphatidylinositol transfer protein 1,E7EU35_PITPNC1,PITPNC1__E7EU35
A0A0C4DGQ3,ZNF556,Zinc finger protein 556,A0A0C4DGQ3_ZNF556,ZNF556__A0A0C4DGQ3
A0A0C4DGQ5,CAPNS1,Calpain small subunit 1,A0A0C4DGQ5_CAPNS1,CAPNS1__A0A0C4DGQ5
A0A0C4DGQ8,DHRS7B,Dehydrogenase/reductase SDR family member 7B,A0A0C4DGQ8_DHRS7B,DHRS7B__A0A0C4DGQ8
A0A0C4DGS0,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,A0A0C4DGS0_NDUFA6,NDUFA6__A0A0C4DGS0
A0A0C4DGS1,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,A0A0C4DGS1_DDOST,DDOST__A0A0C4DGS1
R4GNJ5,ACD,Adrenocortical dysplasia protein homolog,R4GNJ5_ACD,ACD__R4GNJ5
A0A0C4DGU2,MMACHC,Methylmalonic aciduria and homocystinuria type C protein,A0A0C4DGU2_MMACHC,MMACHC__A0A0C4DGU2
A0A0C4DGV8,SEMA3B,Semaphorin-3B,A0A0C4DGV8_SEMA3B,SEMA3B__A0A0C4DGV8
H7C5F7,NDFIP2,NEDD4 family-interacting protein 2,H7C5F7_NDFIP2,NDFIP2__H7C5F7
A0A0C4DGW2,SNX16,Sorting nexin-16,A0A0C4DGW2_SNX16,SNX16__A0A0C4DGW2
A0A0C4DGY3,TTC8,Tetratricopeptide repeat protein 8,A0A0C4DGY3_TTC8,TTC8__A0A0C4DGY3
A0A0C4DGZ1,ZC3H8,Zinc finger CCCH domain-containing protein 8,A0A0C4DGZ1_ZC3H8,ZC3H8__A0A0C4DGZ1
A0A0C4DGZ4,INSIG2,Insulin-induced gene protein,A0A0C4DGZ4_INSIG2,INSIG2__A0A0C4DGZ4
A0A0C4DGZ8,GP1BA,Platelet glycoprotein Ib alpha chain,A0A0C4DGZ8_GP1BA,GP1BA__A0A0C4DGZ8
A0A0C4DH01,POLR3E,DNA-directed RNA polymerase III subunit RPC5,A0A0C4DH01_POLR3E,POLR3E__A0A0C4DH01
A0A0C4DH22,EPB41L1,Band 4.1-like protein 1,A0A0C4DH22_EPB41L1,EPB41L1__A0A0C4DH22
A0A0C4DH24,IGKV6-21,,A0A0C4DH24_IGKV6-21,IGKV6-21__A0A0C4DH24
A0A0C4DH29,IGHV1-3,,A0A0C4DH29_IGHV1-3,IGHV1-3__A0A0C4DH29
A0A0C4DH31,IGHV1-18,,A0A0C4DH31_IGHV1-18,IGHV1-18__A0A0C4DH31
A0A0C4DH33,IGHV1-24,,A0A0C4DH33_IGHV1-24,IGHV1-24__A0A0C4DH33
A0A0C4DH34,IGHV4-28,,A0A0C4DH34_IGHV4-28,IGHV4-28__A0A0C4DH34
A0A0C4DH35,IGHV3-35,,A0A0C4DH35_IGHV3-35,IGHV3-35__A0A0C4DH35
A0A0C4DH36,IGHV3-38,,A0A0C4DH36_IGHV3-38,IGHV3-38__A0A0C4DH36
A0A0C4DH38,IGHV5-51,,A0A0C4DH38_IGHV5-51,IGHV5-51__A0A0C4DH38
A0A0C4DH67,IGKV1-8,,A0A0C4DH67_IGKV1-8,IGKV1-8__A0A0C4DH67
A0A1W2PRN0,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,A0A1W2PRN0_KIR3DL1,KIR3DL1__A0A1W2PRN0
A0A0D2X7Z3,CRY2,Cryptochrome-2,A0A0D2X7Z3_CRY2,CRY2__A0A0D2X7Z3
A0A0D5XQ77,HLA-DQB1,,A0A0D5XQ77_HLA-DQB1,HLA-DQB1__A0A0D5XQ77
A0A0D9SEI0,C6orf203,Uncharacterized protein C6orf203,A0A0D9SEI0_C6orf203,C6orf203__A0A0D9SEI0
A0A0D9SEI3,CDK11B,Cyclin-dependent kinase 11B,A0A0D9SEI3_CDK11B,CDK11B__A0A0D9SEI3
A0A0D9SEJ5,FAM120B,Constitutive coactivator of peroxisome proliferator-activated receptor gamma,A0A0D9SEJ5_FAM120B,FAM120B__A0A0D9SEJ5
A0A0D9SEN1,FAP,Prolyl endopeptidase FAP,A0A0D9SEN1_FAP,FAP__A0A0D9SEN1
A0A0D9SEU5,RANBP10,Ran-binding protein 10,A0A0D9SEU5_RANBP10,RANBP10__A0A0D9SEU5
Q5T321,NBEA,Neurobeachin,Q5T321_NBEA,NBEA__Q5T321
A0A0D9SF44,R3HCC1,R3H and coiled-coil domain-containing protein 1,A0A0D9SF44_R3HCC1,R3HCC1__A0A0D9SF44
A0A0D9SFB3,DDX3X,ATP-dependent RNA helicase DDX3X,A0A0D9SFB3_DDX3X,DDX3X__A0A0D9SFB3
A0A0D9SFB5,ADH4,Alcohol dehydrogenase 4,A0A0D9SFB5_ADH4,ADH4__A0A0D9SFB5
A0A0D9SFD2,THEMIS,Protein THEMIS,A0A0D9SFD2_THEMIS,THEMIS__A0A0D9SFD2
A0A0D9SFE4,DNM1,,A0A0D9SFE4_DNM1,DNM1__A0A0D9SFE4
A0A0D9SFF0,FOXM1,Forkhead box protein M1,A0A0D9SFF0_FOXM1,FOXM1__A0A0D9SFF0
A0A0D9SFG6,CYTH2,Cytohesin-2,A0A0D9SFG6_CYTH2,CYTH2__A0A0D9SFG6
A0A0D9SFP2,A0A0D9SFP2,,A0A0D9SFP2_A0A0D9SFP2,A0A0D9SFP2__A0A0D9SFP2
A0A0D9SFU4,LGI1,Leucine-rich glioma-inactivated protein 1,A0A0D9SFU4_LGI1,LGI1__A0A0D9SFU4
A0A0D9SG04,COBLL1,,A0A0D9SG04_COBLL1,COBLL1__A0A0D9SG04
A0A0D9SG71,UBE2A,Ubiquitin-conjugating enzyme E2 A,A0A0D9SG71_UBE2A,UBE2A__A0A0D9SG71
A0A0D9SG72,STXBP1,Syntaxin-binding protein 1,A0A0D9SG72_STXBP1,STXBP1__A0A0D9SG72
A0A0D9SGF6,SPTAN1,,A0A0D9SGF6_SPTAN1,SPTAN1__A0A0D9SGF6
A0A0E3D6M1,MAGI2,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2",A0A0E3D6M1_MAGI2,MAGI2__A0A0E3D6M1
A0A0D9SGJ6,SYNJ1,Synaptojanin-1,A0A0D9SGJ6_SYNJ1,SYNJ1__A0A0D9SGJ6
A0A0G2JH50,HLA-C,"HLA class I histocompatibility antigen, Cw-5 alpha chain",A0A0G2JH50_HLA-C,HLA-C__A0A0G2JH50
A0A140T9H4,MICB,MHC class I polypeptide-related sequence B,A0A140T9H4_MICB,MICB__A0A140T9H4
